"lang"
{
	"Language"		"SChinese"
"DOTA_Tooltip_ability_centaur_custom_return_str_bonus"						"%STRENGTH BONUS DAMAGE:"
"DOTA_Tooltip_ability_chen_custom_avatar"								"<font color='#f2da5b'>Avatar</font>"
"DOTA_Tooltip_ability_chen_custom_avatar_Description"					"Chen funnels god's power into a unit increasing their damage, spell amplification, and movement speed. While active Chen's takes more damage from all sources. When Avatar ends the target loses 40% of their current health and chen loses 40% his max health."
"DOTA_Tooltip_ability_chen_custom_avatar_spell_amp_buff"					"%DAMAGE/SPELL AMP BUFF:"
"DOTA_Tooltip_ability_chen_custom_avatar_movespeed_buff"					"%MOVEMENT SPEED BUFF:"
"DOTA_Tooltip_ability_chen_custom_avatar_duration_target"					"DURATION:"
"DOTA_Tooltip_ability_chen_custom_avatar_note0"						"Bad things happen if you use this on enemies."
"DOTA_Tooltip_modifier_chen_custom_avatar_buff"                       "Avatar"
"DOTA_Tooltip_modifier_chen_custom_avatar_buff_Description" 				"This unit gains %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% extra damage and spell amplification, and moves %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% faster. When this buff expires this unit loses 40% their current health."
"DOTA_Tooltip_modifier_chen_custom_avatar_debuff"                       "God's Burden"
"DOTA_Tooltip_modifier_chen_custom_avatar_debuff_Description" 	"This unit moves %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% slower and takes %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% more damage from all sources. When this debuff expires this unit will lose 40% their max health."

"DOTA_Tooltip_ability_chen_custom_holy_persuasion"								"<font color='#f2da5b'>Holy Persuasion</font>"
"DOTA_Tooltip_ability_chen_custom_holy_persuasion_Description"					"Chen takes control of an enemy or neutral creep. Converted creeps have heightened magic resistance. 

Upgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_chen_custom_holy_persuasion_max_units"					"MAX UNITS:"
"DOTA_Tooltip_ability_chen_custom_holy_persuasion_magic_resistance"					"%BONUS MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_chen_custom_holy_persuasion_aghanim_description"		"Allows Holy Persuasion to target Ancient Creeps, maximum one per level of Avatar"
"DOTA_Tooltip_modifier_chen_custom_holy_persuasion_buff"                      "Holy Persuasion"
"DOTA_Tooltip_modifier_chen_custom_holy_persuasion_buff_description"           "Persuaded to Chen's cause."	




"DOTA_Tooltip_ability_frostivus2018_clinkz_strafe"							"Strafe"
"DOTA_Tooltip_ability_frostivus2018_clinkz_strafe_Description"				"Clinkz nimbly attacks with a barrage of arrows. Dramatically increases attack speed for a short time and grants Clinkz the ability to automatically dodge projectiles."
"DOTA_Tooltip_ability_frostivus2018_clinkz_strafe_Note0"					"Can dodge ranged attacks or spells."
"DOTA_Tooltip_ability_frostivus2018_clinkz_strafe_Lore"						"It's hard to say whether the blur around the Bone Fletcher is from his flaming heart or his speed with the quiver."
"DOTA_Tooltip_ability_frostivus2018_clinkz_strafe_attack_speed_bonus_pct"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_frostivus2018_clinkz_strafe_duration"					"DURATION:"

"DOTA_Tooltip_ability_frostivus2018_clinkz_searing_arrows"							"Searing Arrows"
"DOTA_Tooltip_ability_frostivus2018_clinkz_searing_arrows_Description"				"Imbues Clinkz's arrows with fire for extra damage."
"DOTA_Tooltip_ability_frostivus2018_clinkz_searing_arrows_Lore"						"Clinkz simply lights his arrows from his flaming essence for quite the destructive effect."
"DOTA_Tooltip_ability_frostivus2018_clinkz_searing_arrows_Note0"					"Searing Arrows deal damage to structures."
"DOTA_Tooltip_ability_frostivus2018_clinkz_searing_arrows_Note1"					"The damage is directly added to Clinkz' attack damage, as physical damage."
"DOTA_Tooltip_ability_frostivus2018_clinkz_searing_arrows_damage_bonus"				"BONUS DAMAGE:"

"DOTA_Tooltip_ability_clinkz_custom_wind_walk"						"Skeleton Walk"
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_Description"			"Clinkz moves invisibly through units until the moment he attacks or uses an ability.

Upgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_Lore"					"With a burst of fire and puff of smoke, the Bone Fletcher was nowhere to be seen."
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_Note0"					"Will not break most channeling of spells or items upon activation."
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_Note1"					"Has a fadetime of 0.6 seconds."
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_duration"				"DURATION:"
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_move_speed_bonus_pct"	"%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_clinkz_custom_wind_walk_aghanim_description"	"Creates two skeletons near Clinkz when exiting Skeleton Walk."
"DOTA_Tooltip_modifier_wind_walk"						"Skeleton Walk"
"DOTA_Tooltip_modifier_wind_walk_Description"			"Invisible, and movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.  Can move through units."


"DOTA_Tooltip_modifier_clinkz_custom_wind_walk"						"Skeleton Walk"
"DOTA_Tooltip_modifier_clinkz_custom_wind_walk_Description"			"This unit is invisible."

"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army"					"Burning Army"
"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army_Description"		"Clinkz summons an army of fiery ranged skeleton archers. Archers are immobile and die with 2 attacks from a hero. Skeletons use your current Searing Arrows ability and attack any units nearby. Base damage is equal to your hero's base damage. Attack range is equal to your hero's attack range. "
"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army_duration"			"DURATION:"
"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army_range"				"RANGE:"
"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army_count"				"COUNT:"
"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army_attack_rate"		"ATTACK RATE:"
"DOTA_Tooltip_ability_frostivus2018_clinkz_burning_army_spawn_interval"		"SPAWN INTERVAL:"

"npc_dota_clinkz_skeleton_archer_frostivus2018"								"Skeleton Archer"

"DOTA_Tooltip_ability_dark_seer_custom_ion_shell"										"Ion Shell"
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_Description"							"Surrounds the target unit with a bristling shield that damages enemy units in an area around it."
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_Lore"									"The Dark Seer slices holes into the 'Land Behind the Wall,' causing prismatic energy to seep forth."
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_Note0"								"Deals small amounts of damage in 0.4 intervals."
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_Note1"								"Doesn't damage the target it is cast on."
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_Note2"								"If cast on a unit that already has Ion Shell, the new Shell replaces the old one."
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_radius"								"RADIUS:"
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_duration"								"DURATION:"
"DOTA_Tooltip_ability_dark_seer_custom_ion_shell_damage_per_second"					"DAMAGE PER SECOND:"
"DOTA_Tooltip_modifier_ion_shell_custom"						"Ion Shell"
"DOTA_Tooltip_modifier_ion_shell_custom_Description"			"Doing damage to nearby enemies"

"DOTA_Tooltip_Ability_dark_seer_custom_dark_clone"						"<font color='#f2da5b'>Dark Clone</font>"
"DOTA_Tooltip_Ability_dark_seer_custom_dark_clone_Description"			"Dark Seer concentrates enough dark energy to create an almost perfect clone of an ally, being able to use non-ultimate spells. The clone has no vision."
"DOTA_Tooltip_Ability_dark_seer_custom_dark_clone_illusion_taken"       "%DAMAGE TAKEN:"
"DOTA_Tooltip_Ability_dark_seer_custom_dark_clone_duration"             "DURATION:"
"DOTA_Tooltip_Ability_dark_seer_custom_dark_clone_n_clones"             "NUMBER OF CLONES:"
"DOTA_Tooltip_Ability_dark_seer_custom_dark_clone_lore"					"Dark Seer is able to manipulate dark energy."


"DOTA_Tooltip_modifier_dark_clone_damage"                               "Dark Clone"
"DOTA_Tooltip_modifier_dark_clone_damage_Description"                   "This unit is a clone."
"DOTA_Tooltip_Ability_dark_willow_custom_bramble"						"<font color='#f2da5b'>Bramble</font>"
"DOTA_Tooltip_Ability_dark_willow_custom_bramble_Description"			"Dark Willow calls a bramble to attack an enemy. Every %interval% second the bramble attacks, dealing magic damage equal to Dark Willow attack damage."
"DOTA_Tooltip_Ability_dark_willow_custom_bramble_strikes"               "STRIKES:"
"DOTA_Tooltip_Ability_dark_willow_custom_bramble_lore"					"The fae realm exists all around you, merely waiting to draw you in..."

"DOTA_Tooltip_Ability_death_prophet_custom_moving_life"						    "<font color='#f2da5b'>Moving Life</font>"
"DOTA_Tooltip_Ability_death_prophet_custom_moving_life_Description"			    "Damages all enemies in a target area, healing all allies in the area for %damage_as_heal%%  of the damage dealt."
"DOTA_Tooltip_Ability_death_prophet_custom_moving_life_Lore"				    "Peering into the veil of her opponent's demise, Krobelus sees a silent future."
"DOTA_Tooltip_Ability_death_prophet_custom_moving_life_radius"				    "RADIUS:"
"DOTA_Tooltip_Ability_death_prophet_custom_moving_life_damage"		            "DAMAGE:"

"DOTA_Tooltip_Ability_disruptor_custom_ion_hammer"						"<font color='#f2da5b'>Ion Hammer</font>"
"DOTA_Tooltip_Ability_disruptor_custom_ion_hammer_Description"			"Empowers disruptor's strikes, increasing base attack time to %caster_slow% but destroying enemy armor and magical resistance with each hit. Deals damage on every strike."
"DOTA_Tooltip_Ability_disruptor_custom_ion_hammer_armor_decrease"               "ARMOR REDUCTION:"
"DOTA_Tooltip_Ability_disruptor_custom_ion_hammer_resistance_decrease"					"MAGICAL RESISTANCE REDUCTION:"
"DOTA_Tooltip_Ability_disruptor_custom_ion_hammer_duration"					"DURATION:"
"DOTA_Tooltip_Ability_disruptor_custom_ion_hammer_damage"					"DAMAGE:"


"DOTA_Tooltip_modifier_disruptor_custom_ion_hammer_debuff"		"Ion Hammer"
"DOTA_Tooltip_modifier_disruptor_custom_ion_hammer_debuff_Description"		"Armor and resistance are being reduced by ion hammer."
"DOTA_Tooltip_modifier_disruptor_custom_ion_hammer_buff"		"Ion Hammer"
"DOTA_Tooltip_modifier_disruptor_custom_ion_hammer_buff_Description"		"Disruptor's attack speed is reduced."

"DOTA_Tooltip_Ability_doom_custom_flames"						    "<font color='#f2da5b'>Hell Flames</font>"
"DOTA_Tooltip_Ability_doom_custom_flames_Description"			    "Doom breathes unimaginably hot fire, damaging all units in front of him.
Fire is launched every %interval% second and deals damage equal to Doom's strength."
"DOTA_Tooltip_Ability_doom_custom_flames_Lore"				        "Hell always has fire."
"DOTA_Tooltip_Ability_doom_custom_flames_duration"				    "DURATION:"


"DOTA_Tooltip_modifier_doom_custom_flames_emitter"                  "Hell Flames"
"DOTA_Tooltip_modifier_doom_custom_flames_emitter_Description"      "Spitting fire."

"DOTA_Tooltip_ability_ember_spirit_sleight_of_fist_Description"			"Ember Spirit dashes around with blazing speed, attacking all enemies in the targeted area of effect, then returning to his start location.  Deals bonus damage."
"DOTA_Tooltip_ability_ember_spirit_sleight_of_fist_creep_damage_penalty" "%BONUS DAMAGE:"
"DOTA_Tooltip_ability_enchantress_impetus_Note0"								"The damage is capped at 4000 distance."
"DOTA_Tooltip_Ability_enigma_custom_dark_presence"						    "<font color='#f2da5b'>Dark Presence</font>"
"DOTA_Tooltip_Ability_enigma_custom_dark_presence_Description"			    "Provides an aura that increases allies health regen while reducing the regen of enemies."
"DOTA_Tooltip_Ability_enigma_custom_dark_presence_Lore"				    "Enigma has a dark presence."
"DOTA_Tooltip_Ability_enigma_custom_dark_presence_regen_bonus"		        "Ally Regen:"
"DOTA_Tooltip_Ability_enigma_custom_dark_presence_regen_red"		        "Enemy Regen Reduction:"
"DOTA_Tooltip_Ability_enigma_custom_dark_presence_radius"		            "Aura Radius:"

"DOTA_Tooltip_modifier_enigma_custom_dark_presence_ally"					"Dark Presence"
"DOTA_Tooltip_modifier_enigma_custom_dark_presence_ally_Description"		"Enigma's presence is increasing health regen by %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

"DOTA_Tooltip_modifier_enigma_custom_dark_presence_enemy"					"Dark Presence"
"DOTA_Tooltip_modifier_enigma_custom_dark_presence_enemy_Description"		"Enigma's presence is reducing health regen by %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

"DOTA_Tooltip_Ability_furion_custom_nature_heal"						    "<font color='#f2da5b'>Nature's Blessing</font>"
"DOTA_Tooltip_Ability_furion_custom_nature_heal_Description"			    "CHANNELED - Nature's Prophet gives mana and health regen to the target allie, also transfering a percentage of his life and mana to the unit.
You can't target yourself."
"DOTA_Tooltip_ability_furion_custom_nature_heal_Lore"						"Nature's Prophet is able to transfer his own essence of life."
"DOTA_Tooltip_ability_furion_custom_nature_heal_channel_tooltip"			"MAX CHANNEL:"
"DOTA_Tooltip_ability_furion_custom_nature_heal_base_heal"			        "BASE HEALTH REGEN:"
"DOTA_Tooltip_ability_furion_custom_nature_heal_health_transfer"			"%MAX HEALTH TRANSFER:"
"DOTA_Tooltip_ability_furion_custom_nature_heal_base_mana"			        "BASE MANA REGEN:"
"DOTA_Tooltip_ability_furion_custom_nature_heal_mana_transfer"			    "%MAX MANA TRANSFER:"


"DOTA_Tooltip_ability_grimstroke_custom_ink_creature"							"<font color='#f2da5b'>Ink Creature</font>"
"DOTA_Tooltip_ability_grimstroke_custom_ink_creature_Description"				"Launches a ink creature that deals damage if the target is an enemy or heal if the target is an ally."
"DOTA_Tooltip_ability_grimstroke_custom_ink_creature_Lore"						"Grimstroke holds no sorrow for the downfall of his people. Only for Yaovhi, she who was most dear to him, does he feel even a semblance of longing."
"DOTA_Tooltip_ability_grimstroke_custom_ink_creature_damage"				    "DAMAGE:"
"DOTA_Tooltip_ability_grimstroke_custom_ink_creature_heal"				        "HEAL:"
"DOTA_Tooltip_ability_grimstroke_custom_soulstore"							"<font color='#f2da5b'>Soulstore</font>"
"DOTA_Tooltip_ability_grimstroke_custom_soulstore_Description"				"Grimstroke stores the essence of magic every time he uses a spell. On cast, Grimstroke consumes all the stacks stored to deal damage to an enemy or heal an ally. Stacks up to %max_stack% times."
"DOTA_Tooltip_ability_grimstroke_custom_soulstore_Lore"						"The Ascended were chosen sons of Ashkavor, granted immense power by the bonds forged between their own souls and those they were charged with protecting. In the years that followed the ruination of his kin, Grimstroke discovered much more sinister applications for the binding rituals…"
"DOTA_Tooltip_ability_grimstroke_custom_soulstore_damage"				    "STACK DAMAGE:"
"DOTA_Tooltip_ability_grimstroke_custom_soulstore_heal"				        "STACK HEAL:"


"DOTA_Tooltip_modifier_grimstroke_custom_soulstore_hud"                      "Soul Stored"
"DOTA_Tooltip_modifier_grimstroke_custom_soulstore_hud_Description"          "Can be used to heal or deal damage."


"DOTA_Tooltip_modifier_grimstroke_custom_soulstore_buff"                     "Soulstore"
"DOTA_Tooltip_modifier_grimstroke_custom_soulstore_buff_Description"         "Being affected by Grimstroke Soulstore."
"DOTA_Tooltip_ability_gyrocopter_custom_rocket_barrage"							    "<font color='#f2da5b'>Rocket Barrage</font>"
"DOTA_Tooltip_ability_gyrocopter_custom_rocket_barrage_Description"				    "Launches a rocket at a random target at %attack_mult%x gyrocopter's attack speed. If Flak Cannon is active, affects one additional enemy."
"DOTA_Tooltip_ability_gyrocopter_custom_rocket_barrage_Lore"						"Aurel's new craft has an increased payload for rockets, enhancing their rapid-fire capabilities."
"DOTA_Tooltip_ability_gyrocopter_custom_rocket_barrage_radius"						"RADIUS:"
"DOTA_Tooltip_ability_gyrocopter_custom_rocket_barrage_rocket_damage"				"ROCKET DAMAGE:"
